ruian_address_id;adresa;obec;cast_obce;ulice;cislo_domovni;cislo_orientacni;psc;zona;cena_rozvozu_czk;pravidlo
22822615;5. května 117, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;117;;26701;zone-20;20;Králův Dvůr
22821708;5. května 19, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;19;;26701;zone-20;20;Králův Dvůr
22823603;5. května 219, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;219;;26701;zone-20;20;Králův Dvůr
22821848;5. května 34, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;34;;26701;zone-20;20;Králův Dvůr
22821864;5. května 36, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;36;;26701;zone-20;20;Králův Dvůr
22815368;5. května 418, 26751 Zdice;Zdice;Zdice;5. května;418;;26751;zone-80;80;Zdice
22815449;5. května 426, 26751 Zdice;Zdice;Zdice;5. května;426;;26751;zone-80;80;Zdice
22815597;5. května 441, 26751 Zdice;Zdice;Zdice;5. května;441;;26751;zone-80;80;Zdice
22815872;5. května 470, 26751 Zdice;Zdice;Zdice;5. května;470;;26751;zone-80;80;Zdice
22815881;5. května 471, 26751 Zdice;Zdice;Zdice;5. května;471;;26751;zone-80;80;Zdice
22815911;5. května 474, 26751 Zdice;Zdice;Zdice;5. května;474;;26751;zone-80;80;Zdice
22816020;5. května 485, 26751 Zdice;Zdice;Zdice;5. května;485;;26751;zone-80;80;Zdice
22816089;5. května 491, 26751 Zdice;Zdice;Zdice;5. května;491;;26751;zone-80;80;Zdice
22816119;5. května 494, 26751 Zdice;Zdice;Zdice;5. května;494;;26751;zone-80;80;Zdice
22816151;5. května 498, 26751 Zdice;Zdice;Zdice;5. května;498;;26751;zone-80;80;Zdice
22816364;5. května 518, 26751 Zdice;Zdice;Zdice;5. května;518;;26751;zone-80;80;Zdice
22816500;5. května 532, 26751 Zdice;Zdice;Zdice;5. května;532;;26751;zone-80;80;Zdice
22816658;5. května 547, 26751 Zdice;Zdice;Zdice;5. května;547;;26751;zone-80;80;Zdice
22817280;5. května 610, 26751 Zdice;Zdice;Zdice;5. května;610;;26751;zone-80;80;Zdice
22818341;5. května 717, 26751 Zdice;Zdice;Zdice;5. května;717;;26751;zone-80;80;Zdice
22822232;5. května 72, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;72;;26701;zone-20;20;Králův Dvůr
22822313;5. května 80, 26701 Králův Dvůr;Králův Dvůr;Králův Dvůr;5. května;80;;26701;zone-20;20;Králův Dvůr
1502506;9. května 143, 26712 Loděnice;Loděnice;Loděnice;9. května;143;;26712;zone-80;80;Loděnice
1502514;9. května 144, 26712 Loděnice;Loděnice;Loděnice;9. května;144;;26712;zone-80;80;Loděnice
1502522;9. května 145, 26712 Loděnice;Loděnice;Loděnice;9. května;145;;26712;zone-80;80;Loděnice
1502531;9. května 146, 26712 Loděnice;Loděnice;Loděnice;9. května;146;;26712;zone-80;80;Loděnice
1502557;9. května 147, 26712 Loděnice;Loděnice;Loděnice;9. května;147;;26712;zone-80;80;Loděnice
87157799;Akátová 223, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;223;;26701;zone-20;20;Králův Dvůr
75363135;Akátová 224, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;224;;26701;zone-20;20;Králův Dvůr
73886190;Akátová 225, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;225;;26701;zone-20;20;Králův Dvůr
40766063;Akátová 227, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;227;;26701;zone-20;20;Králův Dvůr
41683668;Akátová 228, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;228;;26701;zone-20;20;Králův Dvůr
75307871;Akátová 230, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;230;;26701;zone-20;20;Králův Dvůr
86990675;Akátová 231, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;231;;26701;zone-20;20;Králův Dvůr
83236821;Akátová 233, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;233;;26701;zone-20;20;Králův Dvůr
81352654;Akátová 234, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;234;;26701;zone-20;20;Králův Dvůr
78860512;Akátová 236, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;236;;26701;zone-20;20;Králův Dvůr
77691351;Akátová 237, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;237;;26701;zone-20;20;Králův Dvůr
79855962;Akátová 238, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;238;;26701;zone-20;20;Králův Dvůr
42534623;Akátová 240, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;240;;26701;zone-20;20;Králův Dvůr
72406704;Akátová 241, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;241;;26701;zone-20;20;Králův Dvůr
40889700;Akátová 243, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;243;;26701;zone-20;20;Králův Dvůr
41261739;Akátová 244, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;244;;26701;zone-20;20;Králův Dvůr
73182087;Akátová 246, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;246;;26701;zone-20;20;Králův Dvůr
28394518;Akátová 247, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;247;;26701;zone-20;20;Králův Dvůr
41253507;Akátová 248, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;248;;26701;zone-20;20;Králův Dvůr
81346972;Akátová 297, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;297;;26701;zone-20;20;Králův Dvůr
81625120;Akátová 298, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;298;;26701;zone-20;20;Králův Dvůr
81925280;Akátová 299, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;299;;26701;zone-20;20;Králův Dvůr
86314378;Akátová 322, Zahořany, 26701 Králův Dvůr;Králův Dvůr;Zahořany;Akátová;322;;26701;zone-20;20;Králův Dvůr
5935661;Alšova 1001/5, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Alšova;1001;5;26601;beroun-free;0;Beroun
5939101;Alšova 1349/3, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Alšova;1349;3;26601;beroun-free;0;Beroun
80019447;Amortova 2008, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2008;;26601;beroun-free;0;Beroun
80019463;Amortova 2009, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2009;;26601;beroun-free;0;Beroun
80019978;Amortova 2010, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2010;;26601;beroun-free;0;Beroun
80019994;Amortova 2011, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2011;;26601;beroun-free;0;Beroun
80020011;Amortova 2012, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2012;;26601;beroun-free;0;Beroun
80020038;Amortova 2013, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2013;;26601;beroun-free;0;Beroun
80019480;Amortova 2014, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2014;;26601;beroun-free;0;Beroun
80020101;Amortova 2015, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2015;;26601;beroun-free;0;Beroun
80020160;Amortova 2016, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2016;;26601;beroun-free;0;Beroun
80020208;Amortova 2017, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2017;;26601;beroun-free;0;Beroun
81124121;Amortova 2062, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2062;;26601;beroun-free;0;Beroun
81124074;Amortova 2063, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2063;;26601;beroun-free;0;Beroun
81124058;Amortova 2064, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2064;;26601;beroun-free;0;Beroun
81124031;Amortova 2065, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2065;;26601;beroun-free;0;Beroun
81123761;Amortova 2066, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2066;;26601;beroun-free;0;Beroun
81123981;Amortova 2067, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Amortova;2067;;26601;beroun-free;0;Beroun
5929717;Arnoltova 338/5, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Arnoltova;338;5;26601;beroun-free;0;Beroun
5929725;Arnoltova 339/54, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Arnoltova;339;54;26601;beroun-free;0;Beroun
5929733;Arnoltova 340/3, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Arnoltova;340;3;26601;beroun-free;0;Beroun
5929750;Arnoltova 342/56, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Arnoltova;342;56;26601;beroun-free;0;Beroun
5930057;Arnoltova 382/4, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Arnoltova;382;4;26601;beroun-free;0;Beroun
5930316;Arnoltova 426/6, Beroun-Město, 26601 Beroun;Beroun;Beroun-Město;Arnoltova;426;6;26601;beroun-free;0;Beroun
22812318;Barákova 110, 26751 Zdice;Zdice;Zdice;Barákova;110;;26751;zone-80;80;Zdice
22811354;Barákova 12, 26751 Zdice;Zdice;Zdice;Barákova;12;;26751;zone-80;80;Zdice
22811583;Barákova 36, 26751 Zdice;Zdice;Zdice;Barákova;36;;26751;zone-80;80;Zdice
22811591;Barákova 37, 26751 Zdice;Zdice;Zdice;Barákova;37;;26751;zone-80;80;Zdice
22811605;Barákova 38, 26751 Zdice;Zdice;Zdice;Barákova;38;;26751;zone-80;80;Zdice
22811613;Barákova 39, 26751 Zdice;Zdice;Zdice;Barákova;39;;26751;zone-80;80;Zdice
22811621;Barákova 40, 26751 Zdice;Zdice;Zdice;Barákova;40;;26751;zone-80;80;Zdice
22811630;Barákova 41, 26751 Zdice;Zdice;Zdice;Barákova;41;;26751;zone-80;80;Zdice
22817786;Barákova 661, 26751 Zdice;Zdice;Zdice;Barákova;661;;26751;zone-80;80;Zdice
5952841;Barrandova 13, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;13;;26601;beroun-free;0;Beroun
5952859;Barrandova 14, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;14;;26601;beroun-free;0;Beroun
5952867;Barrandova 15, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;15;;26601;beroun-free;0;Beroun
5954622;Barrandova 189, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;189;;26601;beroun-free;0;Beroun
5952999;Barrandova 28, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;28;;26601;beroun-free;0;Beroun
5953006;Barrandova 29, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;29;;26601;beroun-free;0;Beroun
5953014;Barrandova 30, Beroun-Zavadilka, 26601 Beroun;Beroun;Beroun-Zavadilka;Barrandova;30;;26601;beroun-free;0;Beroun
5926904;Beroun-Hostim 20, 26601 Beroun;Beroun;Beroun-Hostim;;20;;26601;zone-60;60;Hostim
5926947;Beroun-Hostim 24, 26601 Beroun;Beroun;Beroun-Hostim;;24;;26601;zone-60;60;Hostim
5926955;Beroun-Hostim 26, 26601 Beroun;Beroun;Beroun-Hostim;;26;;26601;zone-60;60;Hostim
5926971;Beroun-Hostim 28, 26601 Beroun;Beroun;Beroun-Hostim;;28;;26601;zone-60;60;Hostim
5927030;Beroun-Hostim 34, 26601 Beroun;Beroun;Beroun-Hostim;;34;;26601;zone-60;60;Hostim
5927056;Beroun-Hostim 36, 26601 Beroun;Beroun;Beroun-Hostim;;36;;26601;zone-60;60;Hostim
5927064;Beroun-Hostim 37, 26601 Beroun;Beroun;Beroun-Hostim;;37;;26601;zone-60;60;Hostim
5927072;Beroun-Hostim 38, 26601 Beroun;Beroun;Beroun-Hostim;;38;;26601;zone-60;60;Hostim
5927081;Beroun-Hostim 39, 26601 Beroun;Beroun;Beroun-Hostim;;39;;26601;zone-60;60;Hostim
5927170;Beroun-Hostim 50, 26601 Beroun;Beroun;Beroun-Hostim;;50;;26601;zone-60;60;Hostim
5927218;Beroun-Hostim 54, 26601 Beroun;Beroun;Beroun-Hostim;;54;;26601;zone-60;60;Hostim
5926769;Beroun-Hostim 6, 26601 Beroun;Beroun;Beroun-Hostim;;6;;26601;zone-60;60;Hostim
5926777;Beroun-Hostim 7, 26601 Beroun;Beroun;Beroun-Hostim;;7;;26601;zone-60;60;Hostim
5926793;Beroun-Hostim 9, 26601 Beroun;Beroun;Beroun-Hostim;;9;;26601;zone-60;60;Hostim
5927242;Beroun-Hostim ev. 1, 26601 Beroun;Beroun;Beroun-Hostim;;1;;26601;zone-60;60;Hostim
5927315;Beroun-Hostim ev. 11, 26601 Beroun;Beroun;Beroun-Hostim;;11;;26601;zone-60;60;Hostim
5927331;Beroun-Hostim ev. 14, 26601 Beroun;Beroun;Beroun-Hostim;;14;;26601;zone-60;60;Hostim
5927251;Beroun-Hostim ev. 2, 26601 Beroun;Beroun;Beroun-Hostim;;2;;26601;zone-60;60;Hostim
5927269;Beroun-Hostim ev. 3, 26601 Beroun;Beroun;Beroun-Hostim;;3;;26601;zone-60;60;Hostim
5927277;Beroun-Hostim ev. 4, 26601 Beroun;Beroun;Beroun-Hostim;;4;;26601;zone-60;60;Hostim
5924723;Beroun-Jarov 17, 26601 Beroun;Beroun;Beroun-Jarov;;17;;26601;beroun-free;0;Beroun
30980038;Beroun-Město 1621, 26601 Beroun;Beroun;Beroun-Město;;1621;;26601;beroun-free;0;Beroun
30980046;Beroun-Město 1622, 26601 Beroun;Beroun;Beroun-Město;;1622;;26601;beroun-free;0;Beroun
85671703;Beroun-Město 2122, 26601 Beroun;Beroun;Beroun-Město;;2122;;26601;beroun-free;0;Beroun
86287168;Beroun-Město 2129, 26601 Beroun;Beroun;Beroun-Město;;2129;;26601;beroun-free;0;Beroun
5932556;Beroun-Město 660, 26601 Beroun;Beroun;Beroun-Město;;660;;26601;beroun-free;0;Beroun
77739655;Beroun-Město ev. 1010, 26601 Beroun;Beroun;Beroun-Město;;1010;;26601;beroun-free;0;Beroun
30980071;Beroun-Město ev. 148, 26601 Beroun;Beroun;Beroun-Město;;148;;26601;beroun-free;0;Beroun
30980089;Beroun-Město ev. 151, 26601 Beroun;Beroun;Beroun-Město;;151;;26601;beroun-free;0;Beroun
73642479;Beroun-Město ev. 270, 26601 Beroun;Beroun;Beroun-Město;;270;;26601;beroun-free;0;Beroun
30980143;Beroun-Město ev. 275, 26601 Beroun;Beroun;Beroun-Město;;275;;26601;beroun-free;0;Beroun
88228886;Beroun-Město ev. 30, 26601 Beroun;Beroun;Beroun-Město;;30;;26601;beroun-free;0;Beroun
30980241;Beroun-Město ev. 357, 26601 Beroun;Beroun;Beroun-Město;;357;;26601;beroun-free;0;Beroun
30980259;Beroun-Město ev. 358, 26601 Beroun;Beroun;Beroun-Město;;358;;26601;beroun-free;0;Beroun
30980267;Beroun-Město ev. 360, 26601 Beroun;Beroun;Beroun-Město;;360;;26601;beroun-free;0;Beroun
30980275;Beroun-Město ev. 362, 26601 Beroun;Beroun;Beroun-Město;;362;;26601;beroun-free;0;Beroun
30980283;Beroun-Město ev. 363, 26601 Beroun;Beroun;Beroun-Město;;363;;26601;beroun-free;0;Beroun
30980291;Beroun-Město ev. 364, 26601 Beroun;Beroun;Beroun-Město;;364;;26601;beroun-free;0;Beroun
30980305;Beroun-Město ev. 366, 26601 Beroun;Beroun;Beroun-Město;;366;;26601;beroun-free;0;Beroun
30980313;Beroun-Město ev. 367, 26601 Beroun;Beroun;Beroun-Město;;367;;26601;beroun-free;0;Beroun
30980321;Beroun-Město ev. 368, 26601 Beroun;Beroun;Beroun-Město;;368;;26601;beroun-free;0;Beroun
30980330;Beroun-Město ev. 369, 26601 Beroun;Beroun;Beroun-Město;;369;;26601;beroun-free;0;Beroun
5942241;Beroun-Město ev. 37, 26601 Beroun;Beroun;Beroun-Město;;37;;26601;beroun-free;0;Beroun
30980348;Beroun-Město ev. 370, 26601 Beroun;Beroun;Beroun-Město;;370;;26601;beroun-free;0;Beroun
30980356;Beroun-Město ev. 372, 26601 Beroun;Beroun;Beroun-Město;;372;;26601;beroun-free;0;Beroun
87280078;Beroun-Město ev. 373, 26601 Beroun;Beroun;Beroun-Město;;373;;26601;beroun-free;0;Beroun
83253971;Beroun-Město ev. 375, 26601 Beroun;Beroun;Beroun-Město;;375;;26601;beroun-free;0;Beroun
30980364;Beroun-Město ev. 377, 26601 Beroun;Beroun;Beroun-Město;;377;;26601;beroun-free;0;Beroun
30980372;Beroun-Město ev. 378, 26601 Beroun;Beroun;Beroun-Město;;378;;26601;beroun-free;0;Beroun
30980381;Beroun-Město ev. 379, 26601 Beroun;Beroun;Beroun-Město;;379;;26601;beroun-free;0;Beroun
30980453;Beroun-Město ev. 389, 26601 Beroun;Beroun;Beroun-Město;;389;;26601;beroun-free;0;Beroun
30980461;Beroun-Město ev. 390, 26601 Beroun;Beroun;Beroun-Město;;390;;26601;beroun-free;0;Beroun
30980470;Beroun-Město ev. 391, 26601 Beroun;Beroun;Beroun-Město;;391;;26601;beroun-free;0;Beroun
30980500;Beroun-Město ev. 394, 26601 Beroun;Beroun;Beroun-Město;;394;;26601;beroun-free;0;Beroun
30980526;Beroun-Město ev. 399, 26601 Beroun;Beroun;Beroun-Město;;399;;26601;beroun-free;0;Beroun
30980534;Beroun-Město ev. 400, 26601 Beroun;Beroun;Beroun-Město;;400;;26601;beroun-free;0;Beroun
88166881;Beroun-Město ev. 436, 26601 Beroun;Beroun;Beroun-Město;;436;;26601;beroun-free;0;Beroun
30980585;Beroun-Město ev. 443, 26601 Beroun;Beroun;Beroun-Město;;443;;26601;beroun-free;0;Beroun
30980593;Beroun-Město ev. 446, 26601 Beroun;Beroun;Beroun-Město;;446;;26601;beroun-free;0;Beroun
31344356;Beroun-Město ev. 450, 26601 Beroun;Beroun;Beroun-Město;;450;;26601;beroun-free;0;Beroun
30980615;Beroun-Město ev. 451, 26601 Beroun;Beroun;Beroun-Město;;451;;26601;beroun-free;0;Beroun
28491238;Beroun-Město ev. 463, 26601 Beroun;Beroun;Beroun-Město;;463;;26601;beroun-free;0;Beroun
73698938;Beroun-Město ev. 465, 26601 Beroun;Beroun;Beroun-Město;;465;;26601;beroun-free;0;Beroun
30980640;Beroun-Město ev. 500, 26601 Beroun;Beroun;Beroun-Město;;500;;26601;beroun-free;0;Beroun
30980658;Beroun-Město ev. 687, 26601 Beroun;Beroun;Beroun-Město;;687;;26601;beroun-free;0;Beroun
30980666;Beroun-Město ev. 806, 26601 Beroun;Beroun;Beroun-Město;;806;;26601;beroun-free;0;Beroun
30980674;Beroun-Město ev. 807, 26601 Beroun;Beroun;Beroun-Město;;807;;26601;beroun-free;0;Beroun
30980682;Beroun-Město ev. 808, 26601 Beroun;Beroun;Beroun-Město;;808;;26601;beroun-free;0;Beroun
30981051;Beroun-Zavadilka ev. 169, 26601 Beroun;Beroun;Beroun-Zavadilka;;169;;26601;beroun-free;0;Beroun
26623617;Beroun-Zavadilka ev. 174, 26601 Beroun;Beroun;Beroun-Zavadilka;;174;;26601;beroun-free;0;Beroun
5954665;Beroun-Zavadilka ev. 75, 26601 Beroun;Beroun;Beroun-Zavadilka;;75;;26601;beroun-free;0;Beroun
87404770;Beroun-Závodí 1122, 26601 Beroun;Beroun;Beroun-Závodí;;1122;;26601;beroun-free;0;Beroun
79492002;Beroun-Závodí 61, 26601 Beroun;Beroun;Beroun-Závodí;;61;;26601;beroun-free;0;Beroun
75518520;Beroun-Závodí ev. 1006, 26601 Beroun;Beroun;Beroun-Závodí;;1006;;26601;beroun-free;0;Beroun
79501648;Beroun-Závodí ev. 1013, 26601 Beroun;Beroun;Beroun-Závodí;;1013;;26601;beroun-free;0;Beroun
88165931;Beroun-Závodí ev. 217, 26601 Beroun;Beroun;Beroun-Závodí;;217;;26601;beroun-free;0;Beroun
30981000;Beroun-Závodí ev. 355, 26601 Beroun;Beroun;Beroun-Závodí;;355;;26601;beroun-free;0;Beroun
87685833;Beroun-Závodí ev. 449, 26601 Beroun;Beroun;Beroun-Závodí;;449;;26601;beroun-free;0;Beroun
40168042;Beroun-Závodí ev. 455, 26601 Beroun;Beroun;Beroun-Závodí;;455;;26601;beroun-free;0;Beroun
30981026;Beroun-Závodí ev. 461, 26601 Beroun;Beroun;Beroun-Závodí;;461;;26601;beroun-free;0;Beroun
28472845;Beroun-Závodí ev. 462, 26601 Beroun;Beroun;Beroun-Závodí;;462;;26601;beroun-free;0;Beroun
31344470;Beroun-Závodí ev. 515, 26601 Beroun;Beroun;Beroun-Závodí;;515;;26601;beroun-free;0;Beroun
30981034;Beroun-Závodí ev. 516, 26601 Beroun;Beroun;Beroun-Závodí;;516;;26601;beroun-free;0;Beroun
5925452;Beroun-Zdejcina 14, 26601 Beroun;Beroun;Beroun-Zdejcina;;14;;26601;zone-50;50;Zdejcina
5925495;Beroun-Zdejcina 18, 26601 Beroun;Beroun;Beroun-Zdejcina;;18;;26601;zone-50;50;Zdejcina
5925592;Beroun-Zdejcina 28, 26601 Beroun;Beroun;Beroun-Zdejcina;;28;;26601;zone-50;50;Zdejcina
5925746;Beroun-Zdejcina 43, 26601 Beroun;Beroun;Beroun-Zdejcina;;43;;26601;zone-50;50;Zdejcina
5925754;Beroun-Zdejcina 44, 26601 Beroun;Beroun;Beroun-Zdejcina;;44;;26601;zone-50;50;Zdejcina
5925916;Beroun-Zdejcina 60, 26601 Beroun;Beroun;Beroun-Zdejcina;;60;;26601;zone-50;50;Zdejcina
5926009;Beroun-Zdejcina 69, 26601 Beroun;Beroun;Beroun-Zdejcina;;69;;26601;zone-50;50;Zdejcina
5925380;Beroun-Zdejcina 7, 26601 Beroun;Beroun;Beroun-Zdejcina;;7;;26601;zone-50;50;Zdejcina
26441748;Beroun-Zdejcina 78, 26601 Beroun;Beroun;Beroun-Zdejcina;;78;;26601;zone-50;50;Zdejcina
40682251;Beroun-Zdejcina 86, 26601 Beroun;Beroun;Beroun-Zdejcina;;86;;26601;zone-50;50;Zdejcina
73668061;Beroun-Zdejcina 91, 26601 Beroun;Beroun;Beroun-Zdejcina;;91;;26601;zone-50;50;Zdejcina
5926068;Beroun-Zdejcina ev. 1, 26601 Beroun;Beroun;Beroun-Zdejcina;;1;;26601;zone-50;50;Zdejcina
78943850;Beroun-Zdejcina ev. 1011, 26601 Beroun;Beroun;Beroun-Zdejcina;;1011;;26601;zone-50;50;Zdejcina
5926181;Beroun-Zdejcina ev. 13, 26601 Beroun;Beroun;Beroun-Zdejcina;;13;;26601;zone-50;50;Zdejcina
5926190;Beroun-Zdejcina ev. 14, 26601 Beroun;Beroun;Beroun-Zdejcina;;14;;26601;zone-50;50;Zdejcina
5926203;Beroun-Zdejcina ev. 15, 26601 Beroun;Beroun;Beroun-Zdejcina;;15;;26601;zone-50;50;Zdejcina
5926211;Beroun-Zdejcina ev. 16, 26601 Beroun;Beroun;Beroun-Zdejcina;;16;;26601;zone-50;50;Zdejcina
5926220;Beroun-Zdejcina ev. 17, 26601 Beroun;Beroun;Beroun-Zdejcina;;17;;26601;zone-50;50;Zdejcina
5926238;Beroun-Zdejcina ev. 18, 26601 Beroun;Beroun;Beroun-Zdejcina;;18;;26601;zone-50;50;Zdejcina
5926254;Beroun-Zdejcina ev. 20, 26601 Beroun;Beroun;Beroun-Zdejcina;;20;;26601;zone-50;50;Zdejcina
5926262;Beroun-Zdejcina ev. 21, 26601 Beroun;Beroun;Beroun-Zdejcina;;21;;26601;zone-50;50;Zdejcina
5926271;Beroun-Zdejcina ev. 22, 26601 Beroun;Beroun;Beroun-Zdejcina;;22;;26601;zone-50;50;Zdejcina
5926289;Beroun-Zdejcina ev. 23, 26601 Beroun;Beroun;Beroun-Zdejcina;;23;;26601;zone-50;50;Zdejcina
5926297;Beroun-Zdejcina ev. 24, 26601 Beroun;Beroun;Beroun-Zdejcina;;24;;26601;zone-50;50;Zdejcina
5926301;Beroun-Zdejcina ev. 25, 26601 Beroun;Beroun;Beroun-Zdejcina;;25;;26601;zone-50;50;Zdejcina
5926327;Beroun-Zdejcina ev. 27, 26601 Beroun;Beroun;Beroun-Zdejcina;;27;;26601;zone-50;50;Zdejcina
5926343;Beroun-Zdejcina ev. 29, 26601 Beroun;Beroun;Beroun-Zdejcina;;29;;26601;zone-50;50;Zdejcina
5926084;Beroun-Zdejcina ev. 3, 26601 Beroun;Beroun;Beroun-Zdejcina;;3;;26601;zone-50;50;Zdejcina
5926378;Beroun-Zdejcina ev. 32, 26601 Beroun;Beroun;Beroun-Zdejcina;;32;;26601;zone-50;50;Zdejcina
5926386;Beroun-Zdejcina ev. 33, 26601 Beroun;Beroun;Beroun-Zdejcina;;33;;26601;zone-50;50;Zdejcina
